Like, Favorite, Maybe, Crap
Melody, melodic, strong-melody, minimal, dance-melody, chaotic, atmospheric
Harmony, cohesive, harmonious, classy, rough, weird, experimental
Repetition, loop-heavy, balanced, varied, unknown
Progression, static, progressive, evolving, unknown
Mood, positive, happy, uplifting, calm, sad, tense, dark, dreamy, serious
Attitude, chill, cute, naughty, neutral, serious, cool, epic, dramatic
Style, oldschool, modern, timeless, beautiful, unusual, experimental, cool, funky, classy
Texture, soft, gentle, balanced, strong, rough, industrial, ambient, electronic, acoustic
Weight, light, medium, heavy, unknown
SoundProfile, deep, high, loud, quiet, hard, smooth
VocalPresence, instrumental, vocal, mostly-instrumental, unknown
VocalSource, male, female, mixed, chorus, robotic, ambient-voice, industrial-voice, none
Genre, electronic, house, dnb, techno, trance, ambient, pop, rock, hiphop, classical, folk, jazz, latin, reggae, soundtrack, experimental, unknown
VocalStyle, singing, spoken, chopped, sampled, chant, texture, random-words, none
Instrumentation, acoustic, guitar, piano, orchestra, bass, drums, synth, strings, brass, woodwinds
Subgenre, progressive-house, idm, industrial, dance, electro, electronica, soul-rnb, rap, mashup, remix, noise, newage, salsa, madrigal
Pace, slow, mid, fast, unknown
EraFeel, oldschool, modern, classic, timeless, new
Energy, low, medium, high, peak, unknown
MixFit, playlist-friendly, club-friendly, hard-to-mix, genre-bridge, style-clash-risk
Groove, tight, driving, flowing, rhythmic, bouncy, funky, swing, club, loose
Flags, favorite, tofix, long, weird, rough, remix, personal, bpm-missing, bpm-suspicious
Melody, melodic, strong-melody, minimal, dance-melody, chaotic, atmospheric
Harmony, cohesive, harmonious, classy, rough, weird, experimental
Repetition, loop-heavy, balanced, varied, unknown
Progression, static, progressive, evolving, unknown
Mood, positive, happy, uplifting, calm, sad, tense, dark, dreamy, serious
Genre, electronic, house, dnb, techno, trance, ambient, pop, rock, hiphop, classical, folk, jazz, latin, reggae, soundtrack, experimental, unknown
Subgenre, progressive-house, idm, industrial, dance, electro, electronica, soul-rnb, rap, mashup, remix, noise, newage, salsa, madrigal
Pace, slow, mid, fast, unknown
Energy, low, medium, high, peak, unknown
Groove, tight, driving, flowing, rhythmic, bouncy, funky, swing, club, loose
