originalGenre, Alternative, Alternative & Punk, Ambient, Blues, Dance, Dream, Drum and Bass, Electro, Electronic, Electronica, Folk, Hip Hop Rap, House, IDM, Inconnu, Industrial, Latin, Madrigals, Mashup, Noise, Other, Pop, Progressive House, R&B / Hip Hop, Rap & Hip-Hop, Reggae, Remix, Rock, Salsa, Soul and R&B, Soundtrack, Techno, Trance, Newage
bpm, 0, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 145, 147, 148, 149, 150, 152, 154, 155, 156, 159, 160, 163, 166, 167, 168, 169, 170, 171, 172, 173, 174, 175, 176, 177, 178, 179, 180, 181, 184, 188, 189, 190, 192, 193, 194, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99
initialKey, A, Ab, Am, B, Bb, Bbm, Bm, C, C#m, Cm, D, Db, Dm, E, Eb, Ebm, Em, F, F#m, Fm, G, G#m, Gb, Gm
volume, loud, quiet
speed, fast, progressive, progressive fast, slow, slow progressive
beats, flowing, flowing rhythmic, rhythmic
age, classical, classical classy modern, classy, classy old, modern, modern new, new, old, old modern
vocals, electro, instrumental, ubaby, vocal, vocal instrumental
instruments, acoustic, classic, electronic, guitar, guitar piano, orchestra, piano
funk, Akys2, beautiful, beautiful epic, beautiful funky, cool, cool epic, cool funky, epic, epic funky, funky, unusual, unusual beautiful, unusual epic, unusual funky
attitude, chill, cute, cute chill, cute naughty, cute neutral, naughty, neutral, serious
weight, heavy, light
pitch, deep, high
melody, dance, melodic, melodic dance, minimal
energy, active, passive, passive active
voice, ambient, ambient female, ambient male, chorus, female, industrial, industrial female, industrial male, male, male chorus, male female, male female chorus, robo, robo female
sounds, balanced, balanced strong, gentle, soft, soft balanced, strong
mood, calm, calm positive, calm uplifting, positive, positive happy, positive happy uplifting, positive uplifting, sad, sad uplifting, tense, tense positive uplifting, tense uplifting, uplifting
genre, atmospheric, atmospheric pop, atmospheric rap, atmospheric techno, atmospheric techno pop, atmospheric trance, chillout, chillout atmospheric, chillout atmospheric trance, chillout pop, dnb, house, house techno, house techno pop, pop, pop rap, pop rock, rap, rock, techno, techno dnb, techno pop, techno trance, trance
other, acid, acid timeless, dramatic, favorite timeless, intrumental, jazz, long, long timeless, long tofix, long tofix timeless, music, music timeless, rough, timeless, timeless intrumental, tofix, tofix rough timeless, tofix timeless, vika, vika timeless, voice weird timeless, weird, weird timeless
